SBT Interview End Date,Week End Date,YYYY Mm,SBT Case ID,SBT Response ID,SBT Agent,SBT Channel Name,SBT Msg Created,SBT Close Date,SBT Contact Count,SBT Queue Nm,SBT Vendor Name,SBT Location Name,SBT Message Age,SBT Q1 (Email overall score),SBT Q2 (Was your issue resovled?),SBT Q201(NPS),SBT Q200(Ease of contact Customer Care),SBT Q186 (Verbatim),FCR,FCR Count
2014-06-29l,2014-07-05l,2014-06,140629-009264,1151973,arunya,Phone,2014-06-29l,2014-06-29l,0,SMB-WebHosting-Tech-phone-FL,SMB - Agents,SMB - Agents,0,10,2,10,6,"The tech was terrific and after he figured out what my challenge was he fixed it right up. He was helpful and friendly. I was extremely grateful!!

Thank you! ",0,1
2014-06-29l,2014-07-05l,2014-06,140625-064562,1151982,arifha,Email,2014-06-25l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4593,8,2,8,5,,0,1
2014-06-29l,2014-07-05l,2014-06,140625-067682,1152031,arifha,Email,2014-06-25l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4520,8,2,8,4,i think my problem was of hardware since some malware was noticed by the technicean and same was cleared.the malware origingated due to some software from yahoo server.so the problem arose anyway it was sorted out soon.,0,1
2014-06-29l,2014-07-05l,2014-06,140624-072003,1152088,haritas,Email,2014-06-24l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5905,2,2,5,2,no,0,1
2014-06-29l,2014-07-05l,2014-06,140625-068798,1152094,arifha,Email,2014-06-25l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4491,4,2,5,7,,0,1
2014-06-29l,2014-07-05l,2014-06,140629-042813,1152125,azmathm,Phone,2014-06-29l,2014-06-29l,0,SMB-Domains-Tech-phone-FL,SMB - Agents,SMB - Agents,0,2,2,4,2,There have been a lot of technical problems and frustrations with Yahoo recently...and in the past as well.  This does not make me a happy user.,0,1
2014-06-29l,2014-07-05l,2014-06,140624-074212,1152317,suganyab,Email,2014-06-24l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,7184,1,2,1,10,Yes problem is still pending and yahoo has closed it automatically from their end. We are facing the problems for more then a week. ,0,1
2014-06-30l,2014-07-05l,2014-06,140624-065562,1152370,sindhupk,Email,2014-06-24l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,7381,3,2,3,3,,0,1
2014-06-30l,2014-07-05l,2014-06,140625-072650,1152458,jaditya,Email,2014-06-25l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5740,3,2,4,3,why my yahoo not attach and download then i have the experiences about temporary error. can you help me to fix it.,0,1
2014-06-30l,2014-07-05l,2014-06,140625-069494,1152476,arifha,Email,2014-06-25l,2014-06-29l,0,AMR-EN-YahooAccts-T1,SMB - Agents,SMB - Agents,5811,8,2,7,7,,0,1
2014-06-30l,2014-07-05l,2014-06,140624-007532,1152517,thahasee,Email,2014-06-24l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,8418,10,2,10,10,Please do restore signature for extra accounts as well as in previous version.,0,1
2014-06-30l,2014-07-05l,2014-06,140630-003542,1152535,jaditya,Phone,2014-06-30l,2014-06-30l,0,SMB-WebHosting-Tech-phone-FL,SMB - Agents,SMB - Agents,0,10,2,9,7,,0,1
2014-06-30l,2014-07-05l,2014-06,140630-005372,1152608,bhuvanes,Phone,2014-06-30l,2014-06-30l,0,SMB-WebHosting-Tech-phone-FL,SMB - Agents,SMB - Agents,0,10,2,8,1,,0,1
2014-06-30l,2014-07-05l,2014-06,140624-012003,1152674,sunilrd,Email,2014-06-24l,2014-06-27l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,5411,1,2,1,1,It's really difficult to get the most basic changes for local basic published because of the length of review time and because Yahoo doesn't provide support.,0,1
2014-06-30l,2014-07-05l,2014-06,140626-027701,1152681,arunya,Email,2014-06-26l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5139,1,2,1,1,"Takes much too long to contact, when given information do times it's incorrect, unfair resolution which ends up costing me additional, doesn't seen like you guys care about your customers except when it's time to pay a bill.",0,1
2014-06-30l,2014-07-05l,2014-06,140626-033761,1152699,rameshkr,Email,2014-06-26l,2014-06-29l,0,SMB-MerchantSolutions-Tech-FL,SMB - Agents,SMB - Agents,5035,1,2,1,7,"This was a total waste of my time. I asked what 2 words meant, and I got some cut and paste links, and an I don't understand your question, need backup and things, and then NO place to send the info. I guess maybe I'll go away. Y'all should be ashamed of yourselves.",0,1
2014-06-30l,2014-07-05l,2014-06,140625-050968,1152717,deenavb,Email,2014-06-25l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6194,1,2,1,6,,0,1
2014-06-30l,2014-07-05l,2014-06,140630-010890,1152757,sindhupk,Phone,2014-06-30l,2014-06-30l,0,SMB-WebHosting-Tech-phone-FL,SMB - Agents,SMB - Agents,0,10,2,10,1,"I just whant to  say thx :)
",0,1
2014-06-30l,2014-07-05l,2014-06,140624-014077,1152759,haritas,Email,2014-06-24l,2014-06-29l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,6918,2,2,2,1,"Very hard to get my listing posted. I guess if you choose the free ad, it's hard to do",0,1
2014-06-30l,2014-07-05l,2014-06,140629-010787,1152779,bharath1,Phone,2014-06-29l,2014-06-29l,0,SMB-WebHosting-Tech-phone-FL,SMB - Agents,SMB - Agents,0,9,2,3,6,"I was told I would be on hold for 20 minutes, it was more like 45 minutes. After an additional 10 to 15 minutes the person helping (who by the way was doing a good job at trying to resolve the issue) informed me that it was known problem and was being worked on by tech support. It is now 24 hours later and it is still a major problem. We have a business that relies on prompt replies to email. If this is not resolved soon I will be moving my account to GoDaddy. ",0,1
2014-06-30l,2014-07-05l,2014-06,140630-011738,1152797,bhuvanes,Phone,2014-06-30l,2014-06-30l,0,AMR-EN-YahooAcct-Phone-Tech-T1,SMB - Agents,SMB - Agents,0,8,2,10,7,"I would have given much higher scores because the tech was very good, but the wait was way too long.",0,1
2014-06-30l,2014-07-05l,2014-06,140623-037150,1152809,haritas,Email,2014-06-23l,2014-06-29l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,8045,1,2,1,1,I have been trying to fix an issue with my small business listing since October.  The incorrect web link is still active on our listing.  Please help me fix it.,0,1
2014-06-30l,2014-07-05l,2014-06,140624-044335,1152822,dainva,Email,2014-06-24l,2014-06-27l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,4877,1,2,1,8,"Was told it would take 30 days for my listing to be approved, 30 days have come and gone and is still pending.  Prior to that is was pending for around a year, then I made changes and of course it is pending again.  Don't expect to get this resolved anymore.  Not impressed with  yahoo.  Moving my email account off yahoo now too.",0,1
2014-06-30l,2014-07-05l,2014-06,140625-045149,1152854,sunilrd,Email,2014-06-25l,2014-06-29l,0,SMB-CommerceCentral-Tech-FL,SMB - Agents,SMB - Agents,6287,4,2,5,3,"you used to call us back immediately. Now we have to wait over 30 minutes every time we need help with something. Once you get a hold of someone the customer service is great. However, the waiting time on the phone is way too long. I no longer recommend Yahoo merchant to people because of this extremely long wait time for tech support.",0,1
2014-06-30l,2014-07-05l,2014-06,140626-019530,1152861,dainva,Email,2014-06-26l,2014-06-29l,0,SMB-MarketingDashboard-Tech-FL,SMB - Agents,SMB - Agents,5268,10,2,1,10,I have had a basic listing (2060054385) pending for 3 months..........Really(question)(question),0,1
2014-06-30l,2014-07-05l,2014-06,140625-028518,1152873,rameshkr,Email,2014-06-25l,2014-06-29l,0,SMB-BusinessMail-Tech-FL,SMB - Agents,SMB - Agents,6558,1,2,1,1,Please fix our problem!,0,1
2014-06-30l,2014-07-05l,2014-06,140625-041509,1152901,azmathm,Email,2014-06-25l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5009,1,2,1,1,I was so frustrated and angry having to deal with customer care!! I feel like they didn't even really pay attention to what my problem was because if they had they wouldn't have sent me the same link THREE TIMES that I had told them I had already looked at and hadn't resolved my issue. What's the point of customer care if you can't actually help me you might as well fire them all and donate the money to charity. At least then it would do some good ,0,1
2014-06-30l,2014-07-05l,2014-06,140618-032081,1152912,amreenb,Email,2014-06-18l,,0,SMB-Domains-Tech-FL,SMB - Agents,SMB - Agents,,1,2,1,1,They promised to call and never did,0,1
2014-06-30l,2014-07-05l,2014-06,140625-065763,1152963,sunilrd,Email,2014-06-25l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5902,1,2,1,1,No one ever contacted me regarding my question.,0,1
2014-06-30l,2014-07-05l,2014-06,140630-018068,1153005,bharath1,Phone,2014-06-30l,2014-06-30l,0,SMB-BusinessMail-Tech-phone-FL,SMB - Agents,SMB - Agents,0,3,2,2,2,"51 minute wait time. The initial Response was ""less than 20"" ",0,1
2014-06-30l,2014-07-05l,2014-06,140625-025864,1153023,lohitv,Email,2014-06-25l,2014-06-29l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,5262,1,2,1,10,"my business name showing wrong on local listing We are ''vision world of bay shore '' but it shows vision works , We are NOT vision works I had to pay 89.95 to correct that this is not even our mistake.",0,1
2014-06-30l,2014-07-05l,2014-06,140620-039122,1153028,dainva,Email,2014-06-20l,2014-06-29l,0,SMB-MarketingDashboard-Tech-FL,SMB - Agents,SMB - Agents,12189,1,2,1,1,,0,1
2014-06-30l,2014-07-05l,2014-06,140630-012429,1153047,giris,Phone,2014-06-30l,2014-06-30l,0,SMB-WebHosting-Tech-phone-FL,SMB - Agents,SMB - Agents,0,1,2,1,5,The customer care specialist was polite and knowledgeable the problem is with the yahoo business mail policy.  I have an employee named Barry Cummings and I am not allowed to create an email account for him because of his last name.   This is unacceptable and I will be looking for another service provider and leaving yahoo.  :(,0,1
2014-06-30l,2014-07-05l,2014-06,140619-035044,1153055,lohitv,Email,2014-06-19l,2014-06-29l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,13713,1,2,1,1,I have been dealing with the same issue for over a year now. Yahoo cant get it right so I have decided to cancel all my business services.,0,1
2014-06-30l,2014-07-05l,2014-06,140626-008575,1153058,sushimd,Email,2014-06-26l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5516,1,2,1,1,"I could not access my inbox because of the login loop error by yahoo sytem and contacted yahoo support and specifically requested them to reply to my gmail and not my yahoo mail - yet, despite 3 reminders, they still replied to my yahoo mail - over which I could not access my inbox. ",0,1
2014-06-30l,2014-07-05l,2014-06,140626-028689,1153090,maryjert,Email,2014-06-26l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5123,3,2,1,5,"I've been a Yahoo user since Yahoo was launched, when the homepage was a list of text hyperlinks. I used to use Y! webmail but switched to Gmail during its beta, for obvious reasons. So for several years I've been hoping for a good reason to make use of the Y! Small Business webmail service that I pay for. When the new Interface was launched two weeks ago, I was interested. But when I asked Y! Small Business Support if and when I might ever expect to see the roll-out myself, I was told ""Note: If you do not see the option to upgrade you just needs to wait."" Typical Yahoo. I'm not surprised because the File Manager interface hasn't been changed since Geocities handed it over, more than 15 years ago. My level of satisfaction is not high. ",0,1
2014-06-30l,2014-07-05l,2014-06,140623-032178,1153101,arifha,Email,2014-06-23l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,8107,3,2,4,2,"I would prefer to speak directly with a customer care rep instead of emailing, but you wait times when calling are terrible.
I would call on off peak hours, but need to call from my office computer which prohibits thes.
Would still like to have Mail plus back since I am paying for it.  Basic mail just doesn't cut it.
If a rep could please call me at 970-824-5750 during business hours, that would be great.
Gena Hinkemeyer",0,1
2014-06-30l,2014-07-05l,2014-06,140625-052785,1153109,mpriya,Email,2014-06-25l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,6163,1,2,1,10,What did you do besides send me a link(question) I can read and what you sent me was the same thing I read. I wanted to speak to someone about the problem and get some clarification.,0,1
2014-06-30l,2014-07-05l,2014-06,140626-019241,1153123,sunilrd,Email,2014-06-26l,2014-06-29l,0,SMB-MarketingDashboard-Tech-FL,SMB - Agents,SMB - Agents,5274,1,2,1,10,,0,1
2014-06-30l,2014-07-05l,2014-06,140626-032973,1153146,rameshkr,Email,2014-06-26l,,0,SMB-MerchantSolutions-Tech-FL,SMB - Agents,SMB - Agents,,2,2,2,5,,0,1
2014-06-30l,2014-07-05l,2014-06,140625-053951,1153164,dainva,Email,2014-06-25l,2014-06-29l,0,AMR-EN-YahooAccts-T1,SMB - Agents,SMB - Agents,4802,10,2,10,2,Thanks for all your help,0,1
2014-06-30l,2014-07-05l,2014-06,140626-032494,1153206,jitender,Phone,2014-06-26l,2014-06-29l,0,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,SMB - Agents,5059,6,2,2,1,Jeet was the service person who finally solved my issue and my thanks to him. The total experience however took 14.2 hours of my time on hold over the course of 3 days. I will be researching other service providers.,0,1
2014-06-30l,2014-07-05l,2014-06,140625-050725,1153211,ashishk1,Email,2014-06-25l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6197,1,2,1,1,"I'm doing this server because I tried to call 3 times and was on hold for 1.5 hours, then 1 hour, then 2 hours 20 mins. I was never able to talk to someone. it never put me in touch with a customer care representive. then I e-mailed for help and asked someone to call me. the response was super vague. they said they were unable to call me! 

your templates in site solution are out dated and and not very good. this is causing your customers to have to go to other site builders ie: wix. But we need to keep our domain in yahoo and it's a headache. 

",0,1
2014-06-30l,2014-07-05l,2014-06,140625-043053,1153243,thahasee,Email,2014-06-25l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6321,1,2,1,1,I was on hold for over two hours and then got hung up on. I sent email and within 24 hours was told it was our issue (it wasn't). Not happy with support.,0,1
2014-06-30l,2014-07-05l,2014-06,140622-016044,1153285,rameshkr,Email,2014-06-22l,2014-06-26l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6604,9,2,9,5,,0,1
2014-06-30l,2014-07-05l,2014-06,140626-038108,1153313,azmathm,Email,2014-06-26l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4965,3,2,3,5,problem still exists cannot answer E-Mails but can open and read them,0,1
2014-06-30l,2014-07-05l,2014-06,140626-034970,1153330,amreenb,Email,2014-06-26l,2014-06-29l,0,SMB-Domains-Tech-FL,SMB - Agents,SMB - Agents,5014,8,2,7,5,,0,1
2014-06-30l,2014-07-05l,2014-06,140625-041187,1153332,jaditya,Email,2014-06-25l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5015,7,2,6,9,,0,1
2014-06-30l,2014-07-05l,2014-06,140624-043749,1153361,dainva,Email,2014-06-24l,2014-06-27l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,4888,2,2,2,5,"We have been waiting more than 2 months for our Yahoo Local listing to be reviewed. We are not sure if there is a problem with our submission since it has been so long and would like to know if there is anything we need to do. Without customer support for local listings, we have no idea how to proceed.",0,1
2014-06-30l,2014-07-05l,2014-06,140630-021432,1153377,bharath1,Phone,2014-06-30l,2014-06-30l,0,AMR-EN-YahooAcct-Phone-Tech-T1,SMB - Agents,SMB - Agents,0,8,2,8,5,I certainly hope this server problem is solved soon.  It seems it has been an issue for a long time.  I now have to use my yahoo app to receive my mail.,0,1
2014-06-30l,2014-07-05l,2014-06,140624-048168,1153379,azmathm,Email,2014-06-24l,2014-06-29l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,7711,5,2,5,5,I had to fix it myself.....no thanks to yahoo.,0,1
2014-06-30l,2014-07-05l,2014-06,140621-025006,1153473,bhuvanes,Email,2014-06-21l,2014-06-26l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,7865,7,2,8,7,I just wanted the old email back,0,1
2014-06-30l,2014-07-05l,2014-06,140626-034273,1153543,maryjert,Email,2014-06-26l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5026,10,2,10,10,,0,1
